NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1415 Entries & Exits,1314 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,
9419,HYM,Haymarket,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,ScotRail,EDINBURGH BR,,," 464,047 "," 513,761 "," 246,506 "," 1,224,314 "," 464,047 "," 513,761 "," 246,506 "," 1,224,314 "," 2,448,628 "," 2,143,352 "," 567,956 ",1,0,"Unclear - possibly related to completion of station refurbishment in Dec 13, and opening of Edinburgh trams in May 14",,
5490,HHE,Haywards Heath,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,," 295,996 "," 713,383 "," 1,225,920 "," 2,235,299 "," 295,996 "," 713,383 "," 1,225,920 "," 2,235,299 "," 4,470,598 "," 4,455,420 "," 706,770 ",0,0,,,
2768,HAZ,Hazel Grove,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 65,193 "," 120,522 "," 143,398 "," 329,113 "," 65,193 "," 120,522 "," 143,398 "," 329,113 "," 658,226 "," 672,504 "," 3,052 ",0,0,,,
5220,HCN,Headcorn,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,," 40,550 "," 105,413 "," 160,140 "," 306,103 "," 40,550 "," 105,413 "," 160,140 "," 306,103 "," 612,206 "," 607,386 ", -   ,0,0,,,
8498,HDY,Headingley,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 78,148 "," 66,796 "," 37,693 "," 182,637 "," 78,148 "," 66,796 "," 37,693 "," 182,637 "," 365,274 "," 356,644 ", 3 ,0,0,,,
1434,HDL,Headstone Lane,London,Greater London,Harrow,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 53,735 "," 111,312 "," 172,474 "," 337,521 "," 53,735 "," 111,312 "," 172,474 "," 337,521 "," 675,042 "," 628,940 ", -   ,0,0,,,
2860,HDG,Heald Green,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 51,936 "," 95,174 "," 101,884 "," 248,994 "," 51,936 "," 95,174 "," 101,884 "," 248,994 "," 497,988 "," 517,478 "," 3,682 ",0,0,,,
6283,HLI,Healing,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 5,672 ", 724 , 122 ," 6,518 "," 5,672 ", 724 , 122 ," 6,518 "," 13,036 "," 12,260 ", -   ,0,0,,,
3845,HHL,Heath High Level,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 110,514 "," 9,703 "," 67,290 "," 187,507 "," 110,514 "," 9,703 "," 67,290 "," 187,507 "," 375,014 "," 348,278 ", -   ,0,0,,,
3908,HLL,Heath Low Level,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 18,241 "," 2,123 "," 8,402 "," 28,766 "," 18,241 "," 2,123 "," 8,402 "," 28,766 "," 57,532 "," 54,054 ", -   ,0,0,,,
2861,HTC,Heaton Chapel,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 79,725 "," 137,671 "," 130,863 "," 348,259 "," 79,725 "," 137,671 "," 130,863 "," 348,259 "," 696,518 "," 705,726 ", -   ,0,0,,,
8524,HBD,Hebden Bridge,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 118,172 "," 157,196 "," 106,809 "," 382,177 "," 118,172 "," 157,196 "," 106,809 "," 382,177 "," 764,354 "," 739,112 "," 34,192 ",0,0,,,
6220,HEC,Heckington,East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,," 17,463 "," 8,260 "," 11,679 "," 37,402 "," 17,463 "," 8,260 "," 11,679 "," 37,402 "," 74,804 "," 67,388 ", -   ,1,0,Reason for change unclear - no ticket office,,
5893,HDE,Hedge End,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 64,555 "," 71,842 "," 116,642 "," 253,039 "," 64,555 "," 71,842 "," 116,642 "," 253,039 "," 506,078 "," 460,028 ", -   ,1,0,Reason for change unclear,,
1148,HNF,Hednesford,West Midlands,Staffordshire,Cannock Chase,UKG2,Shropshire and Staffordshire,London Midland Trains,,,," 21,894 "," 37,190 "," 22,140 "," 81,224 "," 21,894 "," 37,190 "," 22,140 "," 81,224 "," 162,448 "," 181,000 ", -   ,1,0,Engineering work undertaken to electrify the line,http://www.bbc.co.uk/news/uk-england-24984232,
7887,HEI,Heighington,North East,Durham,Sedgefield,UKC1,Tees Valley and Durham,Northern Rail,,,," 7,483 ", 480 ," 1,912 "," 9,875 "," 7,483 ", 480 ," 1,912 "," 9,875 "," 19,750 "," 15,606 ", -   ,1,0,Newton Aycliffe factory,,
9981,HLC,Helensburgh Central,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,ScotRail,HELENSBURGH BR,,," 97,032 "," 210,325 "," 114,315 "," 421,672 "," 97,032 "," 210,325 "," 114,315 "," 421,672 "," 843,343 "," 826,412 ", 264 ,0,0,,,
9982,HLU,Helensburgh Upper,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,ScotRail,HELENSBURGH BR,,," 1,810 "," 3,923 "," 2,132 "," 7,865 "," 1,810 "," 3,923 "," 2,132 "," 7,865 "," 15,731 "," 11,964 ", -   ,1,0,Improved BR proportions from new count data,,
2656,HLD,Hellifield,Yorkshire And The Humber,North Yorkshire,Craven,UKE2,North Yorkshire,Northern Rail,,,," 13,642 ", 767 , 336 ," 14,745 "," 13,642 ", 767 , 336 ," 14,745 "," 29,490 "," 26,054 "," 2,696 ",1,0,Reason for change unclear - possibly tourist traffic,,
8647,HMS,Helmsdale,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,," 1,588 ", 744 , 216 ," 2,548 "," 1,588 ", 744 , 216 ," 2,548 "," 5,096 "," 5,778 ", -   ,0,0,,,
2149,HSB,Helsby,North West,Cheshire,Vale Royal,UKD2,Cheshire,Arriva Trains Wales,,,," 18,819 "," 14,519 "," 6,880 "," 40,218 "," 18,819 "," 14,519 "," 6,880 "," 40,218 "," 80,436 "," 80,696 "," 7,671 ",0,0,,,
1391,HML,Hemel Hempstead,East,Hertfordshire,Dacorum,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 266,722 "," 385,714 "," 313,904 "," 966,340 "," 266,722 "," 385,714 "," 313,904 "," 966,340 "," 1,932,680 "," 1,924,508 "," 32,407 ",0,0,,,
1522,HEN,Hendon,London,Greater London,Barnet,UKI2,Outer London,Govia Thameslink Railway,,,London Travelcard Area Station," 112,225 "," 143,591 "," 399,192 "," 655,008 "," 112,225 "," 143,591 "," 399,192 "," 655,008 "," 1,310,016 "," 1,194,820 ", -   ,0,0,,,
4028,HNG,Hengoed,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 36,565 "," 3,462 "," 24,773 "," 64,800 "," 36,565 "," 3,462 "," 24,773 "," 64,800 "," 129,600 "," 123,286 ", -   ,0,0,,,
4524,HNL,Henley-In-Arden,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 16,213 "," 18,236 "," 28,155 "," 62,604 "," 16,213 "," 18,236 "," 28,155 "," 62,604 "," 125,208 "," 123,538 ", -   ,0,0,,,
3146,HOT,Henley-On-Thames,South East,Oxfordshire,South Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 77,284 "," 165,416 "," 143,003 "," 385,703 "," 77,284 "," 165,416 "," 143,003 "," 385,703 "," 771,406 "," 771,838 ", -   ,0,0,,,
8129,HEL,Hensall,Yorkshire And The Humber,North Yorkshire,Selby,UKE2,North Yorkshire,Northern Rail,,,, 91 , -   , -   , 91 , 91 , -   , -   , 91 , 182 , 276 , -   ,0,1,Very small station,,
3607,HFD,Hereford,West Midlands,Herefordshire County Of,Herefordshire County Of,UKG1,"Herefordshire, Worcestershire and Warwickshire",Arriva Trains Wales,,,," 126,530 "," 269,151 "," 200,775 "," 596,456 "," 126,530 "," 269,151 "," 200,775 "," 596,456 "," 1,192,912 "," 1,103,764 "," 48,685 ",0,0,,,
5174,HNB,Herne Bay,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,," 45,620 "," 108,755 "," 264,787 "," 419,162 "," 45,620 "," 108,755 "," 264,787 "," 419,162 "," 838,324 "," 802,914 ", -   ,0,0,,,
5066,HNH,Herne Hill,London,Greater London,Lambeth,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 345,155 "," 367,448 "," 986,246 "," 1,698,849 "," 345,155 "," 367,448 "," 986,246 "," 1,698,849 "," 3,397,698 "," 3,308,972 "," 1,529,438 ",0,0,,,
5590,HER,Hersham,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 99,500 "," 77,242 "," 238,689 "," 415,431 "," 99,500 "," 77,242 "," 238,689 "," 415,431 "," 830,862 "," 793,092 ", -   ,0,0,,,
6818,HFE,Hertford East,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,Abellio Greater Anglia,HERTFORD BR,,," 81,719 "," 122,173 "," 209,692 "," 413,584 "," 81,719 "," 122,173 "," 209,692 "," 413,584 "," 827,167 "," 794,857 ", -   ,0,0,,,
6085,HFN,Hertford North,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,HERTFORD BR,,," 141,190 "," 211,085 "," 362,296 "," 714,571 "," 141,190 "," 211,085 "," 362,296 "," 714,571 "," 1,429,143 "," 1,373,319 "," 3,765 ",0,0,,,
8067,HES,Hessle,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 11,277 "," 3,646 "," 5,108 "," 20,031 "," 11,277 "," 3,646 "," 5,108 "," 20,031 "," 40,062 "," 40,932 ", -   ,0,0,,,
2138,HSW,Heswall,North West,Merseyside,Wirral,UKD5,Merseyside,Arriva Trains Wales,,Merseyside,," 13,413 "," 9,104 "," 5,413 "," 27,930 "," 13,413 "," 9,104 "," 5,413 "," 27,930 "," 55,860 "," 58,408 ", -   ,0,0,,,
5417,HEV,Hever,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,,,," 2,592 "," 9,737 "," 6,594 "," 18,923 "," 2,592 "," 9,737 "," 6,594 "," 18,923 "," 37,846 "," 38,500 ", -   ,0,0,,,
7766,HEW,Heworth,North East,Tyne And Wear,Gateshead,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,," 4,109 "," 2,124 "," 1,483 "," 7,716 "," 4,109 "," 2,124 "," 1,483 "," 7,716 "," 15,432 "," 16,622 ", 139 ,0,0,,,
7506,HEX,Hexham,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,," 64,362 "," 82,993 "," 43,316 "," 190,671 "," 64,362 "," 82,993 "," 43,316 "," 190,671 "," 381,342 "," 394,806 "," 2,714 ",0,0,,,
3194,HYD,Heyford,South East,Oxfordshire,Cherwell,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 4,455 "," 8,320 "," 6,259 "," 19,034 "," 4,455 "," 8,320 "," 6,259 "," 19,034 "," 38,068 "," 32,016 ", -   ,1,0,Reason for change unclear - possibly due to closure of nearby Oxford-Bicester line,,
2691,HHB,Heysham Harbour,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,," 2,569 "," 2,235 ", -   ," 4,804 "," 2,569 "," 2,235 ", -   ," 4,804 "," 9,608 "," 9,064 ", -   ,0,0,,,
5235,HIB,High Brooms,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,," 109,768 "," 181,228 "," 285,617 "," 576,613 "," 109,768 "," 181,228 "," 285,617 "," 576,613 "," 1,153,226 "," 1,054,594 ", -   ,0,0,,,
9909,HST,High Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 107,452 "," 126,095 "," 104,978 "," 338,525 "," 107,452 "," 126,095 "," 104,978 "," 338,525 "," 677,050 "," 609,548 ", -   ,1,0,May 2014 saw more services introduced between Glasgow and Cumbernauld,,
3054,HWY,High Wycombe,South East,Buckinghamshire,Wycombe,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 422,203 "," 420,545 "," 532,076 "," 1,374,824 "," 422,203 "," 420,545 "," 532,076 "," 1,374,824 "," 2,749,648 "," 2,582,726 "," 68,042 ",0,0,,,
5202,HGM,Higham,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,," 14,906 "," 18,370 "," 57,813 "," 91,089 "," 14,906 "," 18,370 "," 57,813 "," 91,089 "," 182,178 "," 180,892 ", -   ,0,0,,,
6919,HIP,Highams Park,London,Greater London,Waltham Forest,UKI2,Outer London,Abellio Greater Anglia,,,London Travelcard Area Station," 215,909 "," 259,163 "," 523,981 "," 999,053 "," 215,909 "," 259,163 "," 523,981 "," 999,053 "," 1,998,106 "," 1,822,878 ", -   ,0,0,,,
3314,HIG,Highbridge & Burnham,South West,Somerset,Sedgemoor,UKK2,Dorset and Somerset,First Great Western,,,," 28,803 "," 53,906 "," 12,489 "," 95,198 "," 28,803 "," 53,906 "," 12,489 "," 95,198 "," 190,396 "," 168,898 ", -   ,1,0,Possibly due to congestion in Bristol,,
6009,HHY,Highbury & Islington,London,Greater London,Islington,UKI1,Inner London,London Underground,,,London Travelcard Area Station," 2,593,095 "," 4,498,801 "," 2,895,865 "," 9,987,761 "," 2,593,095 "," 4,498,801 "," 2,895,865 "," 9,987,761 "," 19,975,522 "," 15,840,018 "," 2,893,368 ",1,0,Underestimation of PAYG demand in 2013/14,,
2356,HTO,Hightown,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 44,657 "," 78,619 "," 35,163 "," 158,439 "," 44,657 "," 78,619 "," 35,163 "," 158,439 "," 316,878 "," 312,412 ", -   ,0,0,,,
5236,HLB,Hildenborough,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 42,700 "," 65,873 "," 207,841 "," 316,414 "," 42,700 "," 65,873 "," 207,841 "," 316,414 "," 632,828 "," 588,904 ", -   ,0,0,,,
9983,HLF,Hillfoot,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 48,714 "," 69,928 "," 44,806 "," 163,448 "," 48,714 "," 69,928 "," 44,806 "," 163,448 "," 326,896 "," 309,340 ", -   ,0,0,,,
9676,HLE,Hillington East,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,HILLINGTON BR,Strathclyde,," 27,392 "," 32,245 "," 47,630 "," 107,267 "," 27,392 "," 32,245 "," 47,630 "," 107,267 "," 214,534 "," 208,880 ", -   ,0,0,,,
9630,HLW,Hillington West,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,HILLINGTON BR,Strathclyde,," 54,895 "," 62,970 "," 96,431 "," 214,296 "," 54,895 "," 62,970 "," 96,431 "," 214,296 "," 428,592 "," 330,436 ", -   ,1,0,High growth trend,,
2231,HIL,Hillside,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 67,207 "," 116,295 "," 87,501 "," 271,003 "," 67,207 "," 116,295 "," 87,501 "," 271,003 "," 542,006 "," 552,272 ", -   ,0,0,,,
5539,HLS,Hilsea,South East,Portsmouth,Portsmouth,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 69,357 "," 37,682 "," 55,588 "," 162,627 "," 69,357 "," 37,682 "," 55,588 "," 162,627 "," 325,254 "," 309,556 "," 8,185 ",0,0,,,
5591,HYW,Hinchley Wood,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 37,602 "," 36,214 "," 116,372 "," 190,188 "," 37,602 "," 36,214 "," 116,372 "," 190,188 "," 380,376 "," 374,874 ", -   ,0,0,,,
1870,HNK,Hinckley,East Midlands,Leicestershire,Hinckley And Bosworth,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 39,168 "," 60,224 "," 51,151 "," 150,543 "," 39,168 "," 60,224 "," 51,151 "," 150,543 "," 301,086 "," 286,652 ", -   ,0,0,,,
2398,HIN,Hindley,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 32,700 "," 79,746 "," 53,118 "," 165,564 "," 32,700 "," 79,746 "," 53,118 "," 165,564 "," 331,128 "," 340,780 "," 17,880 ",0,0,,,
5880,HNA,Hinton Admiral,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 26,623 "," 31,089 "," 30,104 "," 87,816 "," 26,623 "," 31,089 "," 30,104 "," 87,816 "," 175,632 "," 173,484 ", -   ,0,0,,,
6086,HIT,Hitchin,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 369,018 "," 496,980 "," 651,848 "," 1,517,846 "," 369,018 "," 496,980 "," 651,848 "," 1,517,846 "," 3,035,692 "," 2,902,606 "," 165,749 ",0,0,,,
5107,HGR,Hither Green,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 298,018 "," 370,650 "," 1,121,393 "," 1,790,061 "," 298,018 "," 370,650 "," 1,121,393 "," 1,790,061 "," 3,580,122 "," 3,245,130 "," 510,129 ",1,0,Steady growth trend,,
6880,HOC,Hockley,East,Essex,Rochford,UKH3,Essex,Abellio Greater Anglia,,,," 78,266 "," 122,932 "," 283,147 "," 484,345 "," 78,266 "," 122,932 "," 283,147 "," 484,345 "," 968,690 "," 590,514 ", -   ,1,0,Improved distribution of Branch Line season tickets,,
5141,HBN,Hollingbourne,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,," 4,208 "," 7,918 "," 11,151 "," 23,277 "," 4,208 "," 7,918 "," 11,151 "," 23,277 "," 46,554 "," 42,854 ", -   ,0,0,,,
1221,HCH,Holmes Chapel,North West,Cheshire,Congleton,UKD2,Cheshire,Northern Rail,,,," 35,794 "," 30,726 "," 16,662 "," 83,182 "," 35,794 "," 30,726 "," 16,662 "," 83,182 "," 166,364 "," 159,626 ", -   ,0,0,,,
5308,HLM,Holmwood,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,," 7,361 "," 7,074 "," 15,997 "," 30,432 "," 7,361 "," 7,074 "," 15,997 "," 30,432 "," 60,864 "," 56,530 ", -   ,0,0,,,
5941,HOL,Holton Heath,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,," 11,197 "," 3,122 "," 4,489 "," 18,808 "," 11,197 "," 3,122 "," 4,489 "," 18,808 "," 37,616 "," 42,580 ", -   ,1,0,Demand decrease over past two years,,
2437,HHD,Holyhead,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 31,702 "," 81,287 "," 4,541 "," 117,530 "," 31,702 "," 81,287 "," 4,541 "," 117,530 "," 235,060 "," 232,520 ", 628 ,0,0,,,
9738,HLY,Holytown,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 17,550 "," 27,541 "," 25,287 "," 70,378 "," 17,550 "," 27,541 "," 25,287 "," 70,378 "," 140,756 "," 140,516 ", 0 ,0,0,,,
6979,HMN,Homerton,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 468,357 "," 776,270 "," 1,375,474 "," 2,620,101 "," 468,357 "," 776,270 "," 1,375,474 "," 2,620,101 "," 5,240,202 "," 4,882,562 ", -   ,0,0,,,
4794,HYB,Honeybourne,West Midlands,Worcestershire,Wychavon,UKG1,"Herefordshire, Worcestershire and Warwickshire",First Great Western,,,," 5,639 "," 18,213 "," 4,237 "," 28,089 "," 5,639 "," 18,213 "," 4,237 "," 28,089 "," 56,178 "," 51,400 ", -   ,0,0,,,
5717,HON,Honiton,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,," 31,127 "," 119,375 "," 45,428 "," 195,930 "," 31,127 "," 119,375 "," 45,428 "," 195,930 "," 391,860 "," 395,240 "," 6,267 ",0,0,,,
8436,HOY,Honley,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 12,594 "," 8,200 "," 11,393 "," 32,187 "," 12,594 "," 8,200 "," 11,393 "," 32,187 "," 64,374 "," 55,852 ", -   ,1,0,High growth trend,,
5418,HPA,Honor Oak Park,London,Greater London,Lewisham,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 313,121 "," 438,686 "," 519,065 "," 1,270,872 "," 313,121 "," 438,686 "," 519,065 "," 1,270,872 "," 2,541,744 "," 2,492,664 ", -   ,0,0,,,
5523,HOK,Hook,South East,Hampshire,Hart,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 89,347 "," 120,399 "," 195,039 "," 404,785 "," 89,347 "," 120,399 "," 195,039 "," 404,785 "," 809,570 "," 755,354 ", -   ,0,0,,,
2193,HOO,Hooton,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,," 217,140 "," 91,229 "," 71,391 "," 379,760 "," 217,140 "," 91,229 "," 71,391 "," 379,760 "," 759,520 "," 692,286 "," 118,801 ",0,0,,,
2432,HPE,Hope (Clwyd),Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,," 11,456 "," 1,051 "," 1,228 "," 13,735 "," 11,456 "," 1,051 "," 1,228 "," 13,735 "," 27,470 "," 29,682 ", -   ,0,0,,,
2828,HOP,Hope (Derbyshire),East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 11,669 "," 15,661 "," 2,042 "," 29,372 "," 11,669 "," 15,661 "," 2,042 "," 29,372 "," 58,744 "," 54,052 ", -   ,0,0,,,
4189,HPT,Hopton Heath,West Midlands,Shropshire,South Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,, 587 , 120 ," 1,276 "," 1,983 ", 587 , 120 ," 1,276 "," 1,983 "," 3,966 "," 2,990 ", -   ,0,1,Reason for change unclear,,
5365,HOR,Horley,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,," 149,041 "," 197,116 "," 146,309 "," 492,466 "," 149,041 "," 197,116 "," 146,309 "," 492,466 "," 984,932 "," 955,388 ", -   ,0,0,,,
8212,HBP,Hornbeam Park,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,," 72,225 "," 46,324 "," 54,586 "," 173,135 "," 72,225 "," 46,324 "," 54,586 "," 173,135 "," 346,270 "," 308,478 ", -   ,1,0,High growth trend,,
6015,HRN,Hornsey,London,Greater London,Haringey,UKI1,Inner London,Govia Thameslink Railway,,,London Travelcard Area Station," 160,111 "," 164,634 "," 351,006 "," 675,751 "," 160,111 "," 164,634 "," 351,006 "," 675,751 "," 1,351,502 "," 1,237,698 ", -   ,0,0,,,
8499,HRS,Horsforth,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 179,739 "," 171,917 "," 174,720 "," 526,376 "," 179,739 "," 171,917 "," 174,720 "," 526,376 "," 1,052,752 "," 1,006,822 "," 1,015 ",0,0,,,
5309,HRH,Horsham,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,," 247,697 "," 494,817 "," 676,479 "," 1,418,993 "," 247,697 "," 494,817 "," 676,479 "," 1,418,993 "," 2,837,986 "," 2,746,562 "," 208,990 ",0,0,,,
5562,HSY,Horsley,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 54,690 "," 58,804 "," 104,446 "," 217,940 "," 54,690 "," 58,804 "," 104,446 "," 217,940 "," 435,880 "," 432,660 ", -   ,0,0,,,
2105,HIR,Horton In Ribblesdale,Yorkshire And The Humber,North Yorkshire,Craven,UKE2,North Yorkshire,Northern Rail,,,," 6,885 ", 943 , -   ," 7,828 "," 6,885 ", 943 , -   ," 7,828 "," 15,656 "," 15,912 ", -   ,0,0,,,
8720,HWI,Horwich Parkway,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 83,686 "," 96,125 "," 128,135 "," 307,946 "," 83,686 "," 96,125 "," 128,135 "," 307,946 "," 615,892 "," 654,266 ", -   ,0,0,,,
2399,HSC,Hoscar,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,, 173 , 311 , 46 , 530 , 173 , 311 , 46 , 530 ," 1,060 "," 1,436 ", -   ,0,1,Very small station,,
2303,HGN,Hough Green,North West,Halton,Halton,UKD2,Cheshire,Northern Rail,,,," 42,756 "," 61,693 "," 36,622 "," 141,071 "," 42,756 "," 61,693 "," 36,622 "," 141,071 "," 282,142 "," 276,170 ", -   ,0,0,,,
5563,HOU,Hounslow,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 159,177 "," 175,044 "," 308,287 "," 642,508 "," 159,177 "," 175,044 "," 308,287 "," 642,508 "," 1,285,016 "," 1,226,938 "," 2,195 ",0,0,,,
5273,HOV,Hove,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,BRIGHTON BR,,," 200,922 "," 521,290 "," 504,385 "," 1,226,597 "," 200,922 "," 521,290 "," 504,385 "," 1,226,597 "," 2,453,194 "," 2,421,536 "," 491,253 ",0,0,,,
